Department,Date,Code,Expense Type,P.O. No.,Vendor Name,Invoice No.,Invoice Date,From Date,To Date,Base Amount,CGST/ SGST,IGST/ UGST,Total Amount,TDS,Other Charges Deducted,Hand over to F&A,Payment Date,Additional Remarks,FY24 Impact,Invoice Category,Invoice Received from Vendor,GRN Raised,Approved by Checker,Invoice raised by Accounts,Checker Approval,Approvers Approval,Moved to Accounts bucket to Payment Made,Direct Invoice Raised,Approved by Checker,Approved by Approver,Moved to Accounts bucket for Payment,Payment Date,"Payment Terms
(Days)"
Infra,Apr-23,ITIHCT,Opex,DI-34,ABC IMITED,EIMH042300459231,01-May-23,01-Apr-23,30-Apr-23,"5,000",900,-,"5,900",-,-,-,9-Jun-23,-,"5,000",PO Based,29-May-23,,,,,,,30-May-23,8-Jun-23,8-Jun-23,8-Jun-23,9-Jun-23,30
Infra,Apr-23,ITIHCT,Opex,DI-35,ABC IMITED,EIMH042300458143,01-May-23,01-Apr-23,30-Apr-23,"5,000",900,-,"5,900",-,-,-,9-Jun-23,-,"5,000",PO Based,29-May-23,,,,,,,30-May-23,8-Jun-23,8-Jun-23,8-Jun-23,9-Jun-23,30
Infra,May-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1265,ABC ech Solution,23_24_056,24-May-23,24-May-23,24-May-23,"70,310","12,656",-,"82,966",-,-,31-05-2023,12-Jun-23,-,"70,310",PO Based,30-May-23,30-May-23,29-May-23,31-May-23,31-May-23,6-Jun-23,6-Jun-23,NA,NA,NA,NA,12-Jun-23,45
Infra,May-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1039,ABC pu Needs,2023-24/10789,30-May-23,30-May-23,30-May-23,"1,47,215","26,499",-,"1,73,714",-,-,07-06-2023,15-Jun-23,-,"1,47,215",PO Based,31-May-23,31-May-23,5-Jun-23,7-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,15-Jun-23,45
Infra,Jun-23,ITIRSD,Opex,XYZCL|XYZ|2023-24|1326,ABC VATE LIMITED,DT2023053961,31-May-23,25-Jun-23,24-Jun-27,"29,175","5,252",-,"34,427","2,918",-,31-05-2023,6-Jun-23,-,812,PO Based,31-May-23,31-May-23,31-May-23,31-May-23,5-Jun-23,5-Jun-23,5-Jun-23,NA,NA,NA,NA,6-Jun-23,45
Infra,Jun-23,ITIRSD,Opex,XYZCL|XYZ|2023-24|1322,ABC VATE LIMITED,DT2023053960,31-May-23,27-Jun-23,26-Jun-28,"14,000","2,520",-,"16,520","1,400",-,31-05-2023,6-Jun-23,-,385,PO Based,31-May-23,31-May-23,31-May-23,31-May-23,6-Jun-23,6-Jun-23,6-Jun-23,NA,NA,NA,NA,6-Jun-23,45
Infra,Apr-23,ITIBLW,Opex,DI-36,ABC,MLCB1069010656,07-May-23,01-Apr-23,30-Apr-23,306,55,-,361,-,-,-,9-Jun-23,-,306,PO Based,31-May-23,,,,,,,1-Jun-23,5-Jun-23,8-Jun-23,8-Jun-23,9-Jun-23,30
Infra,Apr-23,ITIBLW,Opex,DI-37,ABC,MLCB1069010657,07-May-23,01-Apr-23,30-Apr-23,306,55,-,361,-,-,-,9-Jun-23,-,306,PO Based,31-May-23,,,,,,,1-Jun-23,5-Jun-23,8-Jun-23,8-Jun-23,9-Jun-23,30
Infra,Apr-23,ITIBLW,Opex,DI-38,ABC,MLCB2050192808,07-May-23,01-Apr-23,30-Apr-23,"1,000",180,-,"1,180",-,-,-,9-Jun-23,-,"1,000",PO Based,31-May-23,,,,,,,1-Jun-23,5-Jun-23,8-Jun-23,8-Jun-23,9-Jun-23,30
Infra,Jun-23,ITIUPS,Opex,XYZCL|XYZ|2023-24|1293,ABC PVT. LTD,FITPL/23-24/0290,01-Jun-23,01-Jun-23,01-Jun-23,"31,800","8,904",-,"40,704",-,-,05-06-2023,14-Jun-23,-,"31,800",PO Based,01-Jun-23,1-Jun-23,5-Jun-23,5-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,14-Jun-23,45
Infra,Jun-23,ITIUPS,Opex,XYZCL|XYZ|2023-24|1293,ABC PVT. LTD,FITPL/23-24/0289,01-Jun-23,01-Jun-23,01-Jun-23,"31,800","8,904",-,"40,704",-,-,05-06-2023,14-Jun-23,-,"31,800",PO Based,01-Jun-23,1-Jun-23,5-Jun-23,5-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,14-Jun-23,45
Infra,Jun-23,ITIUPS,Opex,XYZCL|XYZ|2023-24|1293,ABC PVT. LTD,FITPL/23-24/0291,01-Jun-23,01-Jun-23,01-Jun-23,"31,800","8,904",-,"40,704",-,-,05-06-2023,14-Jun-23,-,"31,800",PO Based,01-Jun-23,1-Jun-23,5-Jun-23,5-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,14-Jun-23,45
Infra,Jun-23,ITIUPS,Opex,XYZCL|XYZ|2023-24|1293,ABC PVT. LTD,FITPL/23-24/0288,01-Jun-23,01-Jun-23,01-Jun-23,"31,800","8,904",-,"40,704",-,-,05-06-2023,14-Jun-23,-,"31,800",PO Based,01-Jun-23,1-Jun-23,5-Jun-23,5-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,14-Jun-23,45
Infra,Jun-23,ITIUPS,Opex,XYZCL|XYZ|2023-24|1293,ABC PVT. LTD,FITPL/23-24/0287,01-Jun-23,01-Jun-23,01-Jun-23,"31,800","8,904",-,"40,704",-,-,05-06-2023,14-Jun-23,-,"31,800",PO Based,01-Jun-23,1-Jun-23,5-Jun-23,5-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,14-Jun-23,45
Infra,Jun-23,ITIUPS,Opex,XYZCL|XYZ|2023-24|1293,ABC PVT. LTD,FITPL/23-24/0292,01-Jun-23,01-Jun-23,01-Jun-23,"31,800","8,904",-,"40,704",-,-,05-06-2023,14-Jun-23,-,"31,800",PO Based,01-Jun-23,1-Jun-23,5-Jun-23,5-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,14-Jun-23,45
Infra,Jun-23,ITIUPS,Opex,XYZCL|XYZ|2023-24|1293,ABC PVT. LTD,FITPL/23-24/0295,01-Jun-23,01-Jun-23,01-Jun-23,"31,800","8,904",-,"40,704",-,-,05-06-2023,14-Jun-23,-,"31,800",PO Based,01-Jun-23,1-Jun-23,5-Jun-23,5-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,14-Jun-23,45
Infra,Apr-23,ITIRHS,Opex,XYZCL|XYZ|2023-24|1075,ABC Pvt. Ltd,MH-23-24-01273,02-Jun-23,01-Apr-23,31-Mar-24,"45,000","8,100",-,"53,100",-,-,07-06-2023,15-Jun-23,-,"45,000",PO Based,02-Jun-23,2-Jun-23,2-Jun-23,7-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,15-Jun-23,45
Infra,May-23,ITIRHS,Opex,XYZCL|XYZ|2023-24|1323,ABC Pvt. Ltd,MH-23-24-01274,02-Jun-23,27-May-23,26-May-24,"1,65,000","29,700",-,"1,94,700",-,-,07-06-2023,15-Jun-23,-,"1,41,625",PO Based,02-Jun-23,2-Jun-23,2-Jun-23,7-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,15-Jun-23,45
Infra,Apr-23,ITIAVD,Opex,XYZCL|XYZ|2023-24|1294,ABC es Pvt. Ltd.,MH00537/23-24,31-May-23,01-Apr-23,31-Mar-24,"2,30,050","41,409",-,"2,71,459","4,601",-,05-06-2023,16-Jun-23,-,"2,30,050",PO Based,02-Jun-23,2-Jun-23,2-Jun-23,5-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,16-Jun-23,45
Infra,Apr-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1257,ABC ONS PVT LTD.,DIPL/23-24/114,05-Jun-23,25-Apr-23,24-Apr-24,"4,00,000","72,000",-,"4,72,000","40,000",-,05-06-2023,14-Jun-23,-,"3,66,722",PO Based,05-Jun-23,5-Jun-23,5-Jun-23,6-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,14-Jun-23,45
Infra,May-23,ITIHCT,Opex,DI-39,ABC RASHTRA) LTD,2169107726,03-Jun-23,01-May-23,31-May-23,"10,000","1,800",-,"11,800",-,-,-,9-Jun-23,-,"10,000",PO Based,05-Jun-23,,,,,,,5-Jun-23,8-Jun-23,8-Jun-23,8-Jun-23,9-Jun-23,30
Infra,May-23,ITIHCT,Opex,DI-40,ABC RASHTRA) LTD,2169107709,03-Jun-23,01-May-23,31-May-23,"5,000",900,-,"5,900",-,-,-,9-Jun-23,-,"5,000",PO Based,05-Jun-23,,,,,,,5-Jun-23,8-Jun-23,8-Jun-23,8-Jun-23,9-Jun-23,30
Infra,May-23,ITIHCT,Opex,DI-41,ABC RASHTRA) LTD,2169111328,03-Jun-23,01-May-23,31-May-23,"20,000","3,600",-,"23,600",-,-,-,14-Jun-23,-,"20,000",PO Based,05-Jun-23,,,,,,,6-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,14-Jun-23,30
Infra,May-23,ITIHCT,Opex,DI-42,ABC Ltd,HT2427I001665930,03-Jun-23,02-May-23,01-Jun-23,"10,000","1,800",-,"11,800",-,-,-,9-Jun-23,-,"10,000",PO Based,05-Jun-23,,,,,,,5-Jun-23,8-Jun-23,8-Jun-23,8-Jun-23,9-Jun-23,30
Infra,May-23,ITIHCT,Opex,DI-43,ABC Ltd,HT2427I001666385,03-Jun-23,02-May-23,01-Jun-23,"10,000","1,800",-,"11,800",-,-,-,9-Jun-23,-,"10,000",PO Based,05-Jun-23,,,,,,,5-Jun-23,8-Jun-23,8-Jun-23,8-Jun-23,9-Jun-23,30
Infra,May-23,ITICSC,Opex,DI-44,ABC and Logistic,AGCC034/2023-24,02-Jun-23,01-May-23,31-May-23,"14,360","2,585",-,"16,945",144,-,-,12-Jun-23,-,"14,360",PO Based,05-Jun-23,,,,,,,5-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,30
Infra,Jul-23,ITIBAI,Opex,DI-45,ABC Limited,ABCBranchILLJAS23,13-May-23,01-Jul-23,30-Sep-23,"8,48,382","1,52,709",-,"10,01,091",-,-,-,16-Jun-23,-,"8,48,382",PO Based,06-Jun-23,,,,,,,6-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,16-Jun-23,30
Infra,Jul-23,ITIMHO,Opex,DI-46,ABC Limited,ABCHOILLJAS23,13-May-23,01-Jul-23,30-Sep-23,"20,668","3,720",-,"24,389",-,-,-,16-Jun-23,-,"20,668",PO Based,06-Jun-23,,,,,,,6-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,16-Jun-23,30
Infra,May-23,ITIHCT,Opex,DI-47,ABC IMITED,EIMH052300463547,01-Jun-23,01-May-23,31-May-23,"5,000",900,-,"5,900",-,-,-,14-Jun-23,-,"5,000",PO Based,06-Jun-23,,,,,,,7-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,14-Jun-23,30
Infra,May-23,ITIHCT,Opex,DI-48,ABC IMITED,EIMH052300464512,01-Jun-23,01-May-23,31-May-23,"5,000",900,-,"5,900",-,-,-,14-Jun-23,-,"5,000",PO Based,06-Jun-23,,,,,,,7-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,14-Jun-23,30
Infra,May-23,ITIHCT,Opex,DI-49,ABC IMITED,EIMH052300463511,01-Jun-23,01-May-23,31-May-23,"5,000",900,-,"5,900",-,-,-,14-Jun-23,-,"5,000",PO Based,06-Jun-23,,,,,,,7-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,14-Jun-23,30
Infra,May-23,ITIHCT,Opex,DI-50,ABC IMITED,EIMH052300464022,01-Jun-23,01-May-23,31-May-23,"60,511","10,892",-,"71,403",-,-,-,14-Jun-23,-,"60,511",PO Based,06-Jun-23,,,,,,,7-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,14-Jun-23,30
Infra,Jun-23,ITIUPS,Opex,XYZCL|XYZ|2023-24|1348,ABC PVT. LTD,FITPL/23-24/0326,06-Jun-23,06-Jun-23,06-Jun-23,"31,800","8,904",-,"40,704",-,-,07-06-2023,16-Jun-23,-,"31,800",PO Based,06-Jun-23,7-Jun-23,12-Jun-23,12-Jun-23,16-Jun-23,16-Jun-23,16-Jun-23,NA,NA,NA,NA,16-Jun-23,45
Infra,Apr-23,ITIFFB,Opex,XYZCL|XYZ|2022-23|2884,ABC India Pvt Ltd,H27T19202300083,14-Apr-23,01-Apr-23,31-Mar-24,"18,65,000","3,35,700",-,"22,00,700","37,300",-,07-06-2023,27-Jun-23,-,"18,65,000",PO Based,07-Jun-23,7-Jun-23,7-Jun-23,10-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,27-Jun-23,45
Infra,Apr-23,ITIAFC,Opex,XYZCL|XYZ|2022-23|2908,ABC India Pvt Ltd,H27T19202300230,19-May-23,01-Apr-23,31-Mar-24,"5,67,256","1,02,106",-,"6,69,362","11,345",-,07-06-2023,27-Jun-23,-,"5,67,256",PO Based,07-Jun-23,7-Jun-23,7-Jun-23,10-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,27-Jun-23,45
Infra,Apr-23,ITIDFR,Opex,XYZCL|XYZ|2022-23|2909,ABC India Pvt Ltd,H27T19202300231,19-May-23,01-Apr-23,31-Mar-24,"5,80,863","1,04,555",-,"6,85,418","11,617",-,07-06-2023,27-Jun-23,-,"5,80,863",PO Based,07-Jun-23,7-Jun-23,7-Jun-23,10-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,27-Jun-23,45
Infra,May-23,ITIRSD,Opex,XYZCL|XYZ|2023-24|1109,ABC VATE LIMITED,DT2023043831,21-Apr-23,02-May-23,02-May-28,"14,250","2,565",-,"16,815","1,425",-,07-06-2023,15-Jun-23,-,"2,613",PO Based,07-Jun-23,7-Jun-23,7-Jun-23,7-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,NA,NA,NA,NA,15-Jun-23,45
Infra,May-23,ITIBPO,Opex,DI-51,ABC India Pvt Ltd,ABCBranchPrintingMay23,02-Jun-23,01-May-23,31-May-23,"91,850","16,533",-,"1,08,383","1,837",-,-,28-Jun-23,-,"91,850",PO Based,07-Jun-23,,,,,,,8-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,28-Jun-23,30
Infra,May-23,ITIHPC,Opex,DI-52,ABC India Pvt Ltd,ABCHoPrintingMay23,02-Jun-23,01-May-23,31-May-23,"16,376","2,948",-,"19,324",328,-,-,28-Jun-23,-,"16,376",PO Based,07-Jun-23,,,,,,,8-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,28-Jun-23,30
Infra,Jun-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1387,ABC deasinfinite,718,07-Jun-23,07-Jun-23,07-Jun-23,"10,050","1,809",-,"11,859",-,-,12-06-2023,16-Jun-23,-,"10,050",PO Based,08-Jun-23,8-Jun-23,12-Jun-23,13-Jun-23,13-Jun-23,13-Jun-23,13-Jun-23,NA,NA,NA,NA,16-Jun-23,45
Infra,May-23,ITIMB,Opex,DI-53,ABC Ltd,BM2427I003463327,03-Jun-23,02-May-23,01-Jun-23,"83,252","14,985",-,"98,238",-,-,-,16-Jun-23,-,"83,252",PO Based,08-Jun-23,,,,,,,9-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,16-Jun-23,30
Infra,May-23,ITICLD,Opex,DI-54,ABC vate Limited,AIN2324000706342,02-Jun-23,01-May-23,31-May-23,"35,96,034","6,47,286",-,"42,43,320","71,921",-,-,15-Jun-23,-,"35,96,034",PO Based,09-Jun-23,,,,,,,9-Jun-23,12-Jun-23,12-Jun-23,12-Jun-23,15-Jun-23,30
Infra,May-23,ITIEDR,Opex,XYZCL|XYZ|2023-24|1253,ABC ONS PVT LTD.,DIPL/23-24/131,12-Jun-23,25-May-23,24-May-24,"41,61,500","7,49,070",-,"49,10,570","4,16,150",-,12-06-2023,25-Jul-23,-,"35,25,715",PO Based,09-Jun-23,12-Jun-23,12-Jun-23,23-Jun-23,23-Jun-23,24-Jul-23,24-Jul-23,NA,NA,NA,NA,25-Jul-23,45
Infra,May-23,ITICAS,Opex,XYZCL|XYZ|2023-24|1254,ABC ONS PVT LTD.,DIPL/23-24/132,12-Jun-23,25-May-23,24-May-24,"6,98,400","1,25,712",-,"8,24,112","69,840",-,12-06-2023,25-Jul-23,-,"6,40,200",PO Based,09-Jun-23,12-Jun-23,12-Jun-23,23-Jun-23,23-Jun-23,24-Jul-23,24-Jul-23,NA,NA,NA,NA,25-Jul-23,45
Infra,May-23,ITIIBM,Opex,XYZCL|XYZ|2023-24|1140,ABC ware Pvt Ltd,SI/MS/2324/G0295,09-Jun-23,01-May-23,31-May-23,"1,11,290","20,032",-,"1,31,323","24,328",-,15-06-2023,7-Jul-23,-,"1,11,290",PO Based,10-Jun-23,12-Jun-23,15-Jun-23,15-Jun-23,30-Jun-23,30-Jun-23,30-Jun-23,NA,NA,NA,NA,7-Jul-23,45
Infra,May-23,ITIFBO,Opex,XYZCL|XYZ|2023-24|1141,ABC ware Pvt Ltd,SI/MS/2324/G0294,09-Jun-23,01-May-23,31-May-23,"2,43,282","43,791",-,"2,87,072","11,129",-,15-06-2023,7-Jul-23,-,"2,43,282",PO Based,10-Jun-23,12-Jun-23,15-Jun-23,15-Jun-23,30-Jun-23,30-Jun-23,30-Jun-23,NA,NA,NA,NA,7-Jul-23,45
Infra,May-23,ITIBLW,Opex,DI-55,ABC,MLCB1069058416,07-Jun-23,01-May-23,31-May-23,306,55,-,361,-,-,-,21-Jun-23,-,306,PO Based,12-Jun-23,,,,,,,14-Jun-23,21-Jun-23,21-Jun-23,21-Jun-23,21-Jun-23,30
Infra,May-23,ITIBLW,Opex,DI-56,ABC,MLCB1069058417,07-Jun-23,01-May-23,31-May-23,306,55,-,361,-,-,-,21-Jun-23,-,306,PO Based,12-Jun-23,,,,,,,14-Jun-23,21-Jun-23,21-Jun-23,21-Jun-23,21-Jun-23,30
Infra,May-23,ITIBLW,Opex,DI-57,ABC,MLCB2050220910,07-Jun-23,01-May-23,31-May-23,"1,000",180,-,"1,180",-,-,-,21-Jun-23,-,"1,000",PO Based,12-Jun-23,,,,,,,14-Jun-23,21-Jun-23,21-Jun-23,21-Jun-23,21-Jun-23,30
Infra,May-23,ITIBLW,Opex,DI-58,ABC Ltd,BM2427I003586010,06-Jun-23,05-May-23,04-Jun-23,"58,641","10,555",-,"69,196",-,-,-,23-Jun-23,-,"58,641",PO Based,13-Jun-23,,,,,,,14-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,30
Infra,Apr-23,ITIOBS,Opex,DI-59,ABC ICES PVT LTD,95002565,13-Jun-23,01-Apr-23,30-Apr-23,"20,800","3,744",-,"24,544",146,-,-,21-Jun-23,-,"20,800",PO Based,13-Jun-23,,,,,,,14-Jun-23,21-Jun-23,21-Jun-23,21-Jun-23,21-Jun-23,30
Infra,May-23,ITIMB,Opex,DI-60,ABC IMITED,MobileBillsMay23,01-Jun-23,01-May-23,31-May-23,"24,913","4,484",-,"29,397",-,-,-,21-Jun-23,-,"24,913",PO Based,14-Jun-23,,,,,,,14-Jun-23,14-Jun-23,21-Jun-23,21-Jun-23,21-Jun-23,30
Infra,Jun-23,ITIISO,Opex,XYZCL|XYZ|2023-24|1418,ABC uertek,SV/24/06/042,15-Jun-23,15-Jun-23,14-Sep-23,"5,25,000","94,500",-,"6,19,500","52,500",-,15-06-2023,21-Jun-23,-,"5,25,000",PO Based,15-Jun-23,15-Jun-23,15-Jun-23,16-Jun-23,21-Jun-23,21-Jun-23,21-Jun-23,NA,NA,NA,NA,21-Jun-23,45
Infra,Apr-23,ITIBAI,Opex,DI-61,ABC Ltd,FBBL1924B7965,26-May-23,01-Apr-23,30-Jun-23,"15,000","2,700",-,"17,700",-,-,-,23-Jun-23,-,"15,000",PO Based,15-Jun-23,,,,,,,15-Jun-23,15-Jun-23,21-Jun-23,23-Jun-23,23-Jun-23,30
Infra,Apr-23,ITIMHO,Opex,DI-62,ABC Ltd,FBBL2724B23573,26-May-23,01-Apr-23,30-Jun-23,"60,000","10,800",-,"70,800",-,-,-,23-Jun-23,-,"60,000",PO Based,15-Jun-23,,,,,,,16-Jun-23,16-Jun-23,21-Jun-23,23-Jun-23,23-Jun-23,30
Infra,Apr-23,ITIMHO,Opex,DI-63,ABC Ltd,FBBL2724B23586,26-May-23,01-Apr-23,30-Jun-23,"40,000","7,200",-,"47,200",-,-,-,23-Jun-23,-,"40,000",PO Based,15-Jun-23,,,,,,,16-Jun-23,16-Jun-23,21-Jun-23,23-Jun-23,23-Jun-23,30
Infra,Apr-23,ITIBBB,Opex,DI-64,ABC Ltd,FBBL2724B23587,26-May-23,01-Apr-23,30-Jun-23,"15,000","2,700",-,"17,700",-,-,-,23-Jun-23,-,"15,000",PO Based,15-Jun-23,,,,,,,16-Jun-23,16-Jun-23,21-Jun-23,23-Jun-23,23-Jun-23,30
Infra,Apr-23,ITIMHO,Opex,DI-65,ABC Ltd,FBBL2724B23689,26-May-23,01-Apr-23,30-Apr-23,"24,583","4,425",-,"29,008",-,-,-,6-Jul-23,-,"24,583",PO Based,15-Jun-23,,,,,,,23-Jun-23,23-Jun-23,26-Jun-23,26-Jun-23,6-Jul-23,30
Infra,May-23,ITIMHO,Opex,DI-66,ABC Ltd,FBBL2724B23690,26-May-23,01-May-23,31-May-23,"24,583","4,425",-,"29,008",-,-,-,6-Jul-23,-,"24,583",PO Based,15-Jun-23,,,,,,,23-Jun-23,23-Jun-23,26-Jun-23,26-Jun-23,6-Jul-23,30
Infra,Jun-23,ITIMHO,Opex,DI-67,ABC Ltd,FBBL2724B23691,26-May-23,01-Jun-23,30-Jun-23,"24,583","4,425",-,"29,008",-,-,-,6-Jul-23,-,"24,583",PO Based,15-Jun-23,,,,,,,23-Jun-23,23-Jun-23,26-Jun-23,26-Jun-23,6-Jul-23,30
Infra,Apr-23,ITIBAI,Opex,DI-68,ABC Ltd,FBBL3324B19289,26-May-23,01-Apr-23,30-Jun-23,"15,000","2,700",-,"17,700",-,-,-,6-Jul-23,-,"15,000",PO Based,15-Jun-23,,,,,,,15-Jun-23,15-Jun-23,26-Jun-23,26-Jun-23,6-Jul-23,30
Infra,Jun-23,ITIUPS,Opex,XYZCL|XYZ|2023-24|1386,ABC PVT. LTD,FITPL/23-24/0387,16-Jun-23,16-Jun-23,16-Jun-23,"31,800","8,904",-,"40,704",-,-,21-06-2023,27-Jun-23,-,"31,800",PO Based,16-Jun-23,16-Jun-23,27-Jun-23,27-Jun-23,27-Jun-23,27-Jun-23,27-Jun-23,NA,NA,NA,NA,27-Jun-23,45
Infra,May-23,ITIFSD,Opex,XYZCL|XYZ|2022-23|2785,ABC ICES PVT LTD,90053392,16-Jun-23,01-May-23,31-May-23,"6,59,035","1,84,530",-,"8,43,565","4,613",-,21-06-2023,28-Jul-23,-,"6,59,035",PO Based,19-Jun-23,19-Jun-23,22-Jul-23,22-Jul-23,,25-Jul-23,25-Jul-23,NA,NA,NA,NA,28-Jul-23,45
Infra,May-23,ITIFNS,Opex,XYZCL|XYZ|2022-23|2784,ABC ICES PVT LTD,90053393,16-Jun-23,01-May-23,31-May-23,"60,324","16,891",-,"77,215",422,-,21-06-2023,23-Jun-23,-,"60,324",PO Based,19-Jun-23,19-Jun-23,19-Jun-23,19-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,NA,NA,NA,NA,23-Jun-23,45
Infra,May-23,ITIPTM,Opex,XYZCL|XYZ|2022-23|2783,ABC ICES PVT LTD,90053394,16-Jun-23,01-May-23,31-May-23,"31,111","8,711",-,"39,822",218,-,21-06-2023,23-Jun-23,-,"31,111",PO Based,19-Jun-23,19-Jun-23,19-Jun-23,19-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,NA,NA,NA,NA,23-Jun-23,45
Infra,May-23,ITIFIS,Opex,XYZCL|XYZ|2022-23|2786,ABC ICES PVT LTD,90053395,16-Jun-23,01-May-23,31-May-23,"45,831","12,833",-,"58,664",321,-,21-06-2023,23-Jun-23,-,"45,831",PO Based,19-Jun-23,19-Jun-23,19-Jun-23,19-Jun-23,23-Jun-23,23-Jun-23,23-Jun-23,NA,NA,NA,NA,23-Jun-23,45
Infra,May-23,ITIOBS,Opex,DI-69,ABC ICES PVT LTD,95002569,19-Jun-23,01-May-23,31-May-23,"28,050","5,049",-,"33,099",196,-,-,3-Jul-23,-,"28,050",PO Based,19-Jun-23,,,,,,,19-Jun-23,19-Jun-23,26-Jun-23,26-Jun-23,3-Jul-23,30
Infra,May-23,ITICLD,Opex,DI-70,ABC ndia Pvt ltd,SLM/2324/JUN/246,16-Jun-23,01-May-23,31-May-23,"8,17,801","1,47,204",-,"9,65,005",-,-,-,3-Jul-23,-,"8,17,801",PO Based,19-Jun-23,,,,,,,19-Jun-23,19-Jun-23,26-Jun-23,26-Jun-23,3-Jul-23,30
Infra,Jun-23,ITIACC,Opex,XYZCL|XYZ|2023-24|1448,ABC V5 Infotech,V5-23-24/06/0210,19-Jun-23,19-Jun-23,19-Jun-23,"8,726","1,571",-,"10,297",-,-,22-06-2023,6-Jul-23,-,"8,726",PO Based,21-Jun-23,21-Jun-23,23-Jun-23,23-Jun-23,29-Jun-23,29-Jun-23,29-Jun-23,NA,NA,NA,NA,6-Jul-23,45
Infra,Apr-23,ITISWI,Opex,XYZCL|XYZ|2023-24|1029,ABC IES PVT. LTD,SINV/23-24/00696,15-Jun-23,01-Apr-23,31-Mar-24,"77,948","14,031",-,"91,979","7,795",-,21-06-2023,17-Jul-23,-,"77,948",PO Based,21-Jun-23,21-Jun-23,26-Jun-23,7-Jul-23,11-Jul-23,11-Jul-23,11-Jul-23,NA,NA,NA,NA,17-Jul-23,45
Infra,Jun-23,ITIAHF,Opex,XYZCL|XYZ|2023-24|1473,ABC Sec Ventures,IND-23-200-029,21-Jun-23,09-Jun-23,08-Jun-24,"14,39,100","2,59,038",-,"16,98,138",-,-,21-06-2023,18-Aug-23,-,"11,99,250",PO Based,21-Jun-23,21-Jun-23,21-Jun-23,28-Jun-23,28-Jun-23,14-Jul-23,14-Jul-23,NA,NA,NA,NA,18-Aug-23,45
Infra,May-23,ITIDMI,Opex,XYZCL|XYZ|2023-24|1190,ABC CH PVT. LTD.,2324100820,15-Jun-23,01-May-23,31-May-23,"75,000","13,500",-,"88,500","2,625",-,22-06-2023,6-Jul-23,-,"75,000",PO Based,21-Jun-23,21-Jun-23,22-Jun-23,23-Jun-23,28-Jun-23,30-Jun-23,30-Jun-23,NA,NA,NA,NA,6-Jul-23,45
Infra,May-23,ITIFOR,Opex,XYZCL|XYZ|2023-24|1161,ABC CH PVT. LTD.,2324100821,15-Jun-23,01-May-23,31-May-23,"77,000","13,860",-,"90,860","2,695",-,22-06-2023,6-Jul-23,-,"77,000",PO Based,21-Jun-23,21-Jun-23,22-Jun-23,23-Jun-23,28-Jun-23,30-Jun-23,30-Jun-23,NA,NA,NA,NA,6-Jul-23,45
Infra,May-23,ITIFDB,Opex,XYZCL|XYZ|2023-24|1163,ABC CH PVT. LTD.,2324100822,15-Jun-23,01-May-23,31-May-23,"57,500","10,350",-,"67,850","2,013",-,22-06-2023,6-Jul-23,-,"57,500",PO Based,21-Jun-23,21-Jun-23,22-Jun-23,23-Jun-23,28-Jun-23,30-Jun-23,30-Jun-23,NA,NA,NA,NA,6-Jul-23,45
